Time (LST),Air Temp (°F),0.5 m Air Temp (°F),1.5 m Air Temp (°F),3 m Air Temp (°F),Relative Humidity (%),Precipitation (in),Accumulated Precip (in),Solar Radiation (W/m²),Wind Speed (mph),Wind Direction (°),Wind Gust (mph),"4"" Bare Soil Temp (°F)","4"" Grass Soil Temp (°F)","2"" Soil Temp (°F)","2"" Soil Water Content (%)","4"" Soil Temp (°F)","4"" Soil Water Content (%)","8"" Soil Temp (°F)","8"" Soil Water Content (%)","20"" Soil Temp (°F)","20"" Soil Water Content (%)",Inversion Strength,Max Inversion,Battery Voltage,Heat Index (°F),Wind Chill (°F),Path
2025-04-19 12:30:00,52.2,52.3,52.0,51.8,92,0.0,0.0,81.0,7.8,350,11.0,58.3,48.7,55.4,31,55.0,39,54.9,37,50.2,44,0,0,14,,,A
2025-04-19 12:00:00,53.4,53.4,53.2,52.9,91,0.0,0.0,107.0,8.5,339,12.3,58.3,48.7,55.4,31,55.0,39,54.9,37,50.2,44,0,0,14,,,A
2025-04-19 11:30:00,54.9,55.0,54.9,54.5,89,0.0,0.0,124.0,8.7,325,12.8,58.1,48.7,55.4,31,55.0,39,54.9,37,50.2,44,0,0,14,,,A
2025-04-19 11:00:00,55.4,55.8,55.4,55.2,89,0.0,0.0,202.0,8.3,316,12.3,58.1,48.7,55.4,31,55.2,39,54.9,37,50.2,44,0,0,14,,,A
2025-04-19 10:30:00,55.0,55.2,55.0,54.9,91,0.0,0.0,132.0,9.8,317,15.4,58.3,48.7,55.4,31,55.2,39,54.9,37,50.2,44,0,0,14,,,A
2025-04-19 10:00:00,55.0,55.0,55.0,55.0,91,0.0,0.0,83.0,4.9,275,8.1,58.3,48.9,55.6,31,55.2,39,54.9,37,50.0,44,0,0,14,,,A
2025-04-19 09:30:00,54.9,55.0,54.9,54.9,92,0.01,0.01,74.0,7.2,263,11.6,58.3,48.9,55.6,31,55.4,39,54.9,37,50.0,44,0,0,14,,,A
2025-04-19 09:00:00,54.9,54.9,54.7,54.7,92,0.02,0.02,98.0,3.6,249,8.5,58.5,48.9,55.8,31,55.4,39,54.9,37,50.0,44,0,0,14,,,A
2025-04-19 08:30:00,54.5,54.5,54.5,54.5,92,0.05,0.05,34.0,4.3,175,7.8,58.8,49.1,55.8,31,55.6,39,54.9,37,50.0,44,0,0,14,,,A
2025-04-19 08:00:00,54.9,54.9,54.9,54.9,91,0.07,0.07,19.0,5.4,241,8.9,59.0,49.1,55.9,31,55.6,39,54.9,37,50.0,44,0,0,13,,,A
2025-04-19 07:30:00,55.0,55.2,55.4,55.4,91,0.03,0.03,14.0,11.6,283,19.5,59.2,49.1,56.1,31,55.6,39,54.9,37,49.8,44,0,0,13,,,C
2025-04-19 07:00:00,55.8,55.8,55.9,55.9,91,0.03,0.03,6.0,8.5,279,13.6,59.5,49.3,56.3,31,55.8,39,54.9,37,49.8,44,0,0,13,,,C
2025-04-19 06:30:00,56.1,56.1,56.3,56.3,91,0.0,0.0,2.0,5.6,290,9.2,59.7,49.3,56.5,31,55.8,39,54.9,37,49.8,44,0,0,13,,,C
2025-04-19 06:00:00,56.3,56.3,56.5,56.7,91,0.01,0.01,0.0,6.9,307,10.1,59.9,49.3,56.5,31,55.8,39,54.9,37,49.8,44,0,0,13,,,C
2025-04-19 05:30:00,57.0,57.2,57.4,57.4,91,0.0,0.0,0.0,11.2,301,21.0,60.1,49.3,56.7,31,55.8,39,54.9,37,49.8,44,0,0,13,,,C
2025-04-19 05:00:00,61.0,60.8,61.0,61.0,88,0.08,0.08,0.0,14.5,292,27.1,60.3,49.3,56.7,31,55.8,39,54.7,37,49.6,44,0,0,13,,,C
2025-04-19 04:30:00,63.5,63.1,63.5,63.5,87,0.01,0.01,0.0,6.9,270,12.8,60.4,49.3,56.8,31,55.9,39,54.7,37,49.6,44,0,0,13,,,B
2025-04-19 04:00:00,64.9,64.6,64.9,65.1,84,0.0,0.0,0.0,6.7,264,11.9,60.4,49.3,56.8,31,55.8,39,54.7,37,49.6,44,1,1,13,,,B
2025-04-19 03:30:00,68.0,67.5,67.8,68.0,79,0.0,0.0,0.0,9.4,272,13.6,60.4,49.3,56.8,31,55.8,39,54.7,37,49.6,44,1,1,13,,,B
2025-04-19 03:00:00,70.0,69.6,70.0,70.3,74,0.0,0.0,0.0,10.1,246,16.3,60.4,49.3,56.8,31,55.8,39,54.5,37,49.6,44,1,1,13,,,B
2025-04-19 02:30:00,70.5,70.3,70.9,71.1,73,0.0,0.0,0.0,10.5,220,17.4,60.4,49.3,56.8,31,55.8,39,54.5,37,49.5,44,1,1,13,,,B
2025-04-19 02:00:00,70.3,70.0,70.7,70.9,74,0.0,0.0,0.0,11.6,217,20.6,60.4,49.1,56.7,31,55.8,39,54.5,37,49.5,44,1,1,13,,,B
2025-04-19 01:30:00,71.2,71.1,71.6,71.8,71,0.0,0.0,0.0,13.9,218,22.1,60.4,49.1,56.7,31,55.8,39,54.5,37,49.5,44,1,1,13,,,B
2025-04-19 01:00:00,71.4,71.2,71.8,72.0,70,0.0,0.0,0.0,13.2,208,23.3,60.6,49.1,56.7,31,55.8,39,54.3,37,49.5,44,1,1,13,,,A
2025-04-19 00:30:00,71.6,71.4,72.0,72.1,69,0.0,0.0,0.0,13.0,211,21.9,60.6,49.1,56.7,31,55.8,39,54.3,37,49.5,44,1,1,13,,,A
2025-04-19 00:00:00,71.2,71.1,71.6,71.8,70,0.0,0.0,0.0,13.9,212,23.3,60.6,49.1,56.7,31,55.6,39,54.3,37,49.3,44,1,1,13,,,A
2025-04-18 23:30:00,69.8,69.6,70.2,70.5,73,0.0,0.0,0.0,13.6,199,24.4,60.8,49.1,56.7,31,55.6,39,54.1,37,49.3,44,1,1,14,,,A
2025-04-18 23:00:00,69.3,69.1,69.4,69.8,74,0.0,0.0,0.0,11.9,190,18.6,60.8,49.1,56.7,31,55.6,39,54.1,37,49.3,44,1,1,14,,,A
2025-04-18 22:30:00,69.6,69.3,69.8,70.0,73,0.0,0.0,0.0,12.1,193,20.1,61.0,49.1,56.7,31,55.6,39,54.1,37,49.3,44,1,1,14,,,A
2025-04-18 22:00:00,69.8,69.6,70.0,70.2,73,0.0,0.0,0.0,11.4,191,18.8,61.2,49.1,56.7,32,55.6,39,54.0,37,49.3,44,1,1,14,,,A
2025-04-18 21:30:00,69.8,69.6,70.2,70.3,72,0.0,0.0,0.0,12.5,194,20.1,61.3,49.1,56.7,32,55.6,39,54.0,37,49.1,44,1,1,14,,,A
2025-04-18 21:00:00,69.3,69.1,69.6,69.8,73,0.0,0.0,0.0,12.3,190,21.5,61.3,49.1,56.7,32,55.6,39,53.8,37,49.1,44,1,1,14,,,A
2025-04-18 20:30:00,69.4,69.1,69.6,69.8,72,0.0,0.0,0.0,11.4,188,20.4,61.7,49.1,56.8,32,55.6,39,53.8,37,49.1,44,1,1,14,,,A
2025-04-18 20:00:00,69.6,69.4,70.0,70.2,71,0.0,0.0,0.0,11.0,207,19.9,61.9,49.1,56.8,32,55.6,39,53.6,37,49.1,44,1,1,14,,,A
2025-04-18 19:30:00,70.2,70.0,70.3,70.5,70,0.0,0.0,9.0,11.2,185,18.6,62.1,48.9,56.8,32,55.6,39,53.4,37,49.1,44,1,1,14,,,A
2025-04-18 19:00:00,70.9,70.5,70.9,71.1,68,0.0,0.0,39.0,12.1,178,21.7,62.1,48.9,56.8,32,55.4,39,53.4,37,49.1,44,1,1,14,,,A
2025-04-18 18:30:00,71.8,71.4,71.8,72.0,66,0.0,0.0,78.0,12.1,186,22.4,62.2,48.7,56.8,32,55.4,39,53.2,37,49.1,44,1,1,14,,,A
2025-04-18 18:00:00,72.7,72.5,72.7,72.7,64,0.0,0.0,170.0,12.5,197,23.0,62.2,48.7,56.8,32,55.2,39,53.1,37,49.1,44,0,0,14,,,A
2025-04-18 17:30:00,72.9,72.7,73.0,73.0,62,0.0,0.0,58.0,15.2,209,27.7,62.4,48.6,56.8,32,55.0,39,52.9,37,48.9,44,0,0,14,,,C
2025-04-18 17:00:00,74.1,73.9,74.3,74.5,58,0.0,0.0,73.0,15.9,213,28.4,62.4,48.4,56.7,32,54.9,39,52.7,37,48.9,44,1,1,14,,,C
2025-04-18 16:30:00,74.5,74.7,74.8,74.8,57,0.0,0.0,183.0,17.2,212,30.9,62.2,48.2,56.5,32,54.7,39,52.5,37,48.9,44,0,0,14,,,C
2025-04-18 16:00:00,76.1,76.1,76.3,76.3,55,0.0,0.0,306.0,19.7,213,33.3,62.1,47.8,56.3,32,54.3,39,52.3,37,48.9,44,0,0,14,,,C
2025-04-18 15:30:00,77.4,77.2,77.4,77.4,52,0.0,0.0,297.0,20.8,205,36.0,61.5,47.5,55.9,32,54.1,39,52.3,37,48.9,44,0,0,14,,,C
2025-04-18 15:00:00,79.5,79.7,79.5,79.3,48,0.0,0.0,538.0,17.4,205,30.9,61.0,47.3,55.6,32,53.8,39,52.2,37,48.9,44,0,0,14,,,C
2025-04-18 14:30:00,78.8,79.2,78.8,78.4,49,0.0,0.0,716.0,18.6,195,30.9,60.4,46.9,55.2,32,53.4,39,52.0,37,48.9,44,0,0,14,,,C
2025-04-18 14:00:00,76.6,76.6,76.8,76.6,52,0.0,0.0,408.0,16.1,197,27.7,59.9,46.6,54.9,32,53.1,39,51.8,37,48.9,44,0,0,14,,,C
2025-04-18 13:30:00,77.7,77.7,77.5,77.4,50,0.0,0.0,534.0,19.0,198,32.9,59.2,46.2,54.5,32,52.7,39,51.6,37,48.9,44,0,0,14,,,C
2025-04-18 13:00:00,77.7,78.1,77.7,77.4,50,0.0,0.0,714.0,19.2,193,32.7,58.1,45.9,54.0,33,52.3,39,51.6,37,48.9,44,0,0,14,,,C
2025-04-18 12:30:00,77.7,78.4,77.9,77.4,50,0.0,0.0,875.0,18.3,205,30.0,57.2,45.5,53.4,33,52.0,39,51.4,37,48.9,44,0,-1,14,,,A
2025-04-18 12:00:00,75.9,76.8,76.3,75.7,53,0.0,0.0,847.0,15.7,199,26.4,56.3,45.3,52.9,33,51.8,39,51.4,37,48.9,44,0,-1,14,,,A
2025-04-18 11:30:00,75.0,75.4,75.0,74.8,54,0.0,0.0,537.0,17.2,197,31.5,55.6,45.1,52.5,33,51.4,39,51.4,37,48.9,44,0,0,14,,,B
2025-04-18 11:00:00,73.0,73.4,73.2,73.0,56,0.0,0.0,570.0,17.4,200,28.6,54.9,44.8,52.2,33,51.3,39,51.3,37,48.9,44,0,0,14,,,B
2025-04-18 10:30:00,72.0,72.3,72.1,72.0,56,0.0,0.0,503.0,19.2,199,30.6,54.1,44.6,51.8,33,50.9,39,51.3,37,48.9,44,0,0,14,,,B
2025-04-18 10:00:00,71.6,71.8,71.8,71.4,56,0.0,0.0,528.0,19.7,196,32.7,53.4,44.4,51.4,33,50.7,39,51.3,37,48.9,44,0,0,14,,,B
2025-04-18 09:30:00,71.1,71.4,71.2,70.9,54,0.0,0.0,567.0,20.6,196,32.2,52.9,44.4,51.1,33,50.5,39,51.3,37,48.9,44,0,0,14,,,B
2025-04-18 09:00:00,69.6,69.8,69.8,69.4,53,0.0,0.0,496.0,18.6,188,30.0,52.3,44.2,50.9,33,50.5,39,51.3,37,48.9,44,0,0,14,,,B
2025-04-18 08:30:00,67.8,67.6,67.6,67.6,53,0.0,0.0,369.0,16.8,185,27.3,52.0,44.2,50.7,33,50.5,39,51.3,37,48.9,44,0,0,14,,,B
2025-04-18 08:00:00,66.4,66.0,66.4,66.4,53,0.0,0.0,267.0,16.1,191,25.1,51.8,44.2,50.5,33,50.4,39,51.3,37,48.9,44,0,0,14,,,B
2025-04-18 07:30:00,65.1,64.6,64.9,65.3,54,0.0,0.0,163.0,16.3,181,28.2,51.6,44.2,50.4,33,50.4,39,51.3,37,48.9,44,1,1,14,,,A
2025-04-18 07:00:00,64.0,63.3,63.9,64.2,54,0.0,0.0,86.0,14.3,178,23.7,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,1,1,14,,,A
2025-04-18 06:30:00,63.0,62.6,63.1,63.7,54,0.0,0.0,18.0,13.0,176,21.9,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,1,1,13,,,A
2025-04-18 06:00:00,62.4,62.1,62.6,63.3,53,0.0,0.0,0.0,9.8,171,18.3,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,1,1,13,,,A
2025-04-18 05:30:00,62.1,61.9,62.4,63.0,51,0.0,0.0,0.0,9.4,168,15.9,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,1,1,13,,,A
2025-04-18 05:00:00,61.3,61.3,61.7,61.9,49,0.0,0.0,0.0,6.7,155,13.0,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,1,1,13,,,A
2025-04-18 04:30:00,61.0,61.0,61.2,61.3,47,0.0,0.0,0.0,6.7,156,11.2,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 04:00:00,60.8,60.6,61.0,61.0,46,0.0,0.0,0.0,7.6,152,13.6,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 03:30:00,60.6,60.6,60.8,61.0,45,0.0,0.0,0.0,7.4,153,13.6,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 03:00:00,60.8,60.8,61.0,61.2,43,0.0,0.0,0.0,8.7,152,19.5,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 02:30:00,61.5,61.3,61.7,61.7,41,0.0,0.0,0.0,10.5,155,18.1,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 02:00:00,61.7,61.7,61.9,62.1,40,0.0,0.0,0.0,11.9,148,22.4,51.6,44.1,50.4,33,50.4,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 01:30:00,62.2,62.2,62.4,62.6,38,0.0,0.0,0.0,11.9,146,20.6,51.6,44.2,50.4,33,50.4,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 01:00:00,62.4,62.4,62.6,62.8,38,0.0,0.0,0.0,12.8,143,22.4,51.6,44.2,50.4,33,50.5,39,51.3,37,48.7,44,0,0,13,,,A
2025-04-18 00:30:00,61.9,62.1,62.2,62.4,38,0.0,0.0,0.0,13.9,146,25.5,51.8,44.2,50.4,33,50.5,39,51.3,37,48.7,44,0,0,13,,,C
2025-04-18 00:00:00,59.4,59.5,59.7,59.9,44,0.0,0.0,0.0,12.3,144,22.6,51.8,44.2,50.4,33,50.5,39,51.3,37,48.7,44,0,0,13,,,C
2025-04-17 23:30:00,58.3,58.3,58.5,58.6,47,0.0,0.0,0.0,12.1,149,21.5,52.0,44.2,50.4,33,50.5,39,51.3,37,48.7,44,0,0,13,,,C
2025-04-17 23:00:00,58.3,58.3,58.5,58.6,47,0.0,0.0,0.0,13.4,147,23.9,52.2,44.4,50.5,33,50.7,39,51.3,37,48.7,44,0,0,13,,,C
2025-04-17 22:30:00,57.9,57.9,58.1,58.3,47,0.0,0.0,0.0,15.0,145,24.6,52.3,44.4,50.5,33,50.7,39,51.3,37,48.7,44,0,0,13,,,C
2025-04-17 22:00:00,57.7,57.7,57.9,58.3,47,0.0,0.0,0.0,15.2,143,27.5,52.7,44.4,50.7,33,50.7,39,51.3,37,48.7,44,1,1,14,,,C
2025-04-17 21:30:00,57.4,57.4,57.7,57.9,48,0.0,0.0,0.0,13.4,141,23.7,52.9,44.6,50.7,33,50.9,39,51.3,37,48.6,44,1,1,14,,,B
2025-04-17 21:00:00,57.6,57.6,57.7,58.1,48,0.0,0.0,0.0,13.0,139,23.0,53.1,44.6,50.9,33,50.9,39,51.3,37,48.6,44,1,1,14,,,B
2025-04-17 20:30:00,57.6,57.2,57.6,57.9,49,0.0,0.0,0.0,13.2,134,23.5,53.4,44.6,50.9,33,50.9,39,51.3,37,48.6,44,1,1,14,,,B
2025-04-17 20:00:00,57.6,57.2,57.6,58.1,50,0.0,0.0,0.0,12.8,135,24.4,53.6,44.6,51.1,33,50.9,39,51.3,37,48.6,44,1,1,14,,,B
2025-04-17 19:30:00,57.2,56.8,57.2,57.6,53,0.0,0.0,10.0,12.3,129,21.3,53.8,44.6,51.1,33,50.9,39,51.1,37,48.6,44,1,1,14,,,B
2025-04-17 19:00:00,57.7,57.0,57.6,57.9,52,0.0,0.0,54.0,13.4,121,22.1,54.0,44.6,51.3,33,50.9,39,51.1,37,48.6,44,1,1,14,,,B
2025-04-17 18:30:00,58.5,57.6,58.3,58.5,49,0.0,0.0,99.0,14.1,123,23.0,54.1,44.6,51.3,33,50.9,39,51.1,37,48.6,44,1,1,14,,,A
2025-04-17 18:00:00,59.7,58.6,59.4,59.2,48,0.0,0.0,236.0,15.4,124,25.5,54.3,44.6,51.3,33,50.9,39,51.1,37,48.6,44,1,1,14,,,A
2025-04-17 17:30:00,58.1,57.6,57.9,58.3,54,0.0,0.0,159.0,13.2,128,23.7,54.7,44.6,51.3,33,50.9,39,50.9,37,48.6,44,1,1,14,,,A
2025-04-17 17:00:00,56.5,55.8,56.3,56.8,58,0.0,0.0,43.0,10.3,125,16.6,54.9,44.6,51.3,33,50.9,39,50.9,37,48.6,44,1,1,14,,,A
2025-04-17 16:30:00,55.8,55.4,55.9,56.3,64,0.0,0.0,45.0,8.3,138,16.8,55.2,44.6,51.4,33,50.9,39,50.7,37,48.6,44,1,1,14,,,A
2025-04-17 16:00:00,56.1,55.9,56.5,56.5,62,0.03,0.03,48.0,7.4,144,13.0,55.4,44.4,51.4,33,50.9,39,50.7,37,48.6,44,1,1,14,,,A
2025-04-17 15:30:00,59.9,59.0,59.7,60.3,45,0.02,0.02,33.0,9.6,165,20.4,55.6,44.2,51.4,33,50.7,39,50.5,37,48.6,44,1,1,14,,,A
2025-04-17 15:00:00,64.6,64.0,64.4,64.6,28,0.0,0.0,108.0,12.3,158,19.2,55.4,44.1,51.4,33,50.5,39,50.5,37,48.6,44,1,1,14,,,A
2025-04-17 14:30:00,65.7,65.3,65.5,65.5,26,0.0,0.0,245.0,13.6,166,25.5,55.2,43.9,51.3,33,50.2,39,50.4,37,48.6,44,0,0,14,,,A
2025-04-17 14:00:00,66.0,65.3,65.7,65.5,26,0.0,0.0,277.0,13.4,158,23.9,54.7,43.7,50.9,33,50.0,39,50.4,37,48.6,44,0,0,14,,,A
2025-04-17 13:30:00,68.2,67.3,67.3,66.7,24,0.0,0.0,612.0,15.4,163,27.5,53.8,43.3,50.5,33,49.6,39,50.4,37,48.6,44,0,0,14,,,A
2025-04-17 13:00:00,67.8,67.5,67.3,66.6,24,0.0,0.0,772.0,15.4,172,27.3,52.9,43.2,50.2,33,49.5,39,50.2,37,48.6,44,0,0,14,,,A
2025-04-17 12:30:00,68.2,67.5,67.3,66.4,25,0.0,0.0,895.0,15.2,165,25.9,52.0,43.0,49.6,34,49.1,40,50.2,37,48.6,44,0,0,14,,,A
2025-04-17 12:00:00,66.2,65.3,65.3,64.8,28,0.0,0.0,776.0,13.0,156,21.3,51.3,42.6,49.3,34,48.9,40,50.2,37,48.7,44,0,0,14,,,A
2025-04-17 11:30:00,64.4,63.5,63.5,63.0,29,0.0,0.0,692.0,14.3,155,23.3,50.5,42.6,48.9,34,48.7,40,50.2,37,48.7,44,0,0,14,,,A
2025-04-17 11:00:00,63.3,62.4,62.4,61.5,31,0.0,0.0,800.0,12.1,144,21.5,49.8,42.4,48.6,34,48.6,40,50.2,37,48.7,44,0,0,14,,,A
2025-04-17 10:30:00,60.1,59.2,59.2,58.8,35,0.0,0.0,556.0,11.2,143,18.8,49.3,42.3,48.4,34,48.6,40,50.2,37,48.7,44,0,0,14,,,A
2025-04-17 10:00:00,58.3,57.2,57.4,57.0,36,0.0,0.0,436.0,10.7,144,18.6,48.7,42.3,48.2,34,48.4,40,50.4,37,48.7,44,0,0,14,,,A
2025-04-17 09:30:00,56.8,55.9,56.1,55.8,38,0.0,0.0,391.0,10.7,137,19.7,48.4,42.3,48.0,34,48.4,40,50.4,37,48.7,44,0,0,14,,,A
2025-04-17 09:00:00,55.0,54.0,54.1,53.8,40,0.0,0.0,408.0,10.5,142,17.2,48.2,42.3,48.0,34,48.4,40,50.4,37,48.7,44,0,0,14,,,A
2025-04-17 08:30:00,52.7,51.8,52.0,51.8,42,0.0,0.0,321.0,10.3,141,15.4,48.0,42.3,48.0,34,48.6,40,50.5,37,48.7,44,0,0,14,,,A
2025-04-17 08:00:00,51.4,50.2,50.4,50.2,46,0.0,0.0,251.0,8.9,138,14.8,48.0,42.4,48.0,34,48.6,40,50.5,37,48.6,44,0,0,14,,,A
2025-04-17 07:30:00,48.0,47.5,47.7,47.8,52,0.0,0.0,98.0,8.9,134,14.3,48.0,42.4,48.0,34,48.6,40,50.5,37,48.6,44,0,0,14,,44.0,A
2025-04-17 07:00:00,46.6,46.2,46.6,46.8,54,0.0,0.0,36.0,8.7,133,14.3,48.2,42.4,48.2,34,48.7,40,50.7,37,48.6,44,1,1,14,,42.3,A
2025-04-17 06:30:00,46.4,45.9,46.2,46.6,54,0.0,0.0,13.0,9.8,132,16.1,48.4,42.6,48.2,34,48.7,40,50.7,37,48.6,44,1,1,13,,41.6,A
2025-04-17 06:00:00,45.7,45.3,45.7,46.2,55,0.0,0.0,0.0,9.2,125,14.5,48.6,42.6,48.4,34,48.9,40,50.7,37,48.6,44,1,1,13,,41.0,A
2025-04-17 05:30:00,44.1,43.0,43.5,44.8,59,0.0,0.0,0.0,5.6,123,9.8,48.7,42.8,48.4,34,48.9,40,50.9,37,48.6,44,2,2,13,,40.8,A
2025-04-17 05:00:00,44.6,43.9,44.2,45.0,56,0.0,0.0,0.0,4.9,107,9.2,48.9,42.8,48.6,34,49.1,40,50.9,37,48.6,44,1,1,13,,41.9,A
2025-04-17 04:30:00,44.6,44.1,44.4,44.8,56,0.0,0.0,0.0,5.1,100,8.3,49.1,43.0,48.6,34,49.3,40,50.9,37,48.6,44,1,1,13,,41.8,A
2025-04-17 04:00:00,44.2,43.5,43.7,44.4,56,0.0,0.0,0.0,4.0,89,6.5,49.3,43.0,48.7,34,49.3,40,51.1,37,48.6,44,1,1,13,,42.2,A
2025-04-17 03:30:00,43.9,43.2,43.5,44.6,56,0.0,0.0,0.0,3.6,109,5.8,49.5,43.2,48.9,34,49.5,40,51.1,37,48.6,44,1,1,13,,42.2,A
2025-04-17 03:00:00,44.2,43.5,43.9,44.4,55,0.0,0.0,0.0,5.6,101,8.7,49.6,43.3,48.9,34,49.6,40,51.1,37,48.6,44,1,1,13,,41.1,A
2025-04-17 02:30:00,44.2,43.5,43.9,44.6,55,0.0,0.0,0.0,5.1,87,8.5,50.0,43.5,49.1,34,49.6,40,51.3,37,48.6,44,1,1,13,,41.4,A
2025-04-17 02:00:00,43.9,43.0,43.3,44.4,55,0.0,0.0,0.0,3.4,91,5.4,50.2,43.5,49.3,34,49.8,40,51.3,37,48.6,44,1,1,13,,42.4,A
2025-04-17 01:30:00,43.3,42.1,42.8,44.2,55,0.0,0.0,0.0,4.9,91,7.2,50.5,43.7,49.6,34,50.0,40,51.3,37,48.6,44,2,2,13,,40.5,A
2025-04-17 01:00:00,42.8,40.6,41.7,43.9,57,0.0,0.0,0.0,4.5,90,6.3,51.1,43.9,49.8,34,50.2,40,51.3,37,48.6,44,3,3,13,,40.2,A
2025-04-17 00:30:00,42.1,39.4,40.6,43.5,59,0.0,0.0,0.0,3.6,86,4.9,51.4,44.1,50.2,34,50.4,40,51.4,37,48.4,44,4,4,13,,40.1,A
2025-04-17 00:00:00,42.4,39.6,40.8,43.7,59,0.0,0.0,0.0,3.8,74,5.8,52.0,44.2,50.4,34,50.5,40,51.4,37,48.4,44,4,4,13,,40.3,A
2025-04-16 23:30:00,44.8,42.6,43.5,46.0,52,0.0,0.0,0.0,4.0,88,6.0,52.3,44.4,50.5,34,50.7,40,51.4,37,48.4,44,3,3,13,,42.8,A
2025-04-16 23:00:00,45.3,43.2,44.2,46.2,52,0.0,0.0,0.0,4.5,87,6.3,52.9,44.6,50.9,34,50.9,40,51.4,37,48.4,44,3,3,13,,43.1,A
2025-04-16 22:30:00,46.2,44.4,45.3,47.5,49,0.0,0.0,0.0,5.1,95,8.1,53.4,44.8,51.3,34,51.1,40,51.4,37,48.4,44,3,3,13,,43.7,A
2025-04-16 22:00:00,45.7,43.2,44.2,47.3,51,0.0,0.0,0.0,4.3,87,6.5,54.0,45.0,51.6,35,51.3,40,51.3,37,48.4,44,4,4,13,,43.7,A
2025-04-16 21:30:00,46.8,44.2,45.1,48.2,48,0.0,0.0,0.0,3.8,91,5.1,54.5,45.1,51.8,35,51.4,40,51.3,37,48.4,44,4,4,14,,45.3,A
2025-04-16 21:00:00,47.3,44.8,46.0,48.4,47,0.0,0.0,0.0,4.0,75,5.6,55.0,45.1,52.2,35,51.6,40,51.3,37,48.4,44,4,4,14,,45.7,A
2025-04-16 20:30:00,48.4,45.9,47.1,49.6,45,0.0,0.0,0.0,4.3,74,5.8,55.4,45.3,52.5,35,51.6,40,51.1,37,48.4,44,4,4,14,,46.8,B
2025-04-16 20:00:00,50.0,48.2,48.9,51.1,42,0.0,0.0,1.0,3.1,58,5.6,55.9,45.3,52.7,35,51.6,40,51.1,37,48.4,44,3,3,14,,49.6,B
2025-04-16 19:30:00,54.9,52.9,53.8,54.5,30,0.0,0.0,35.0,3.1,46,5.6,56.3,45.3,52.9,35,51.6,40,50.9,37,48.4,44,2,2,14,,,B
2025-04-16 19:00:00,57.4,55.4,56.1,55.9,25,0.0,0.0,125.0,2.9,25,5.8,56.7,45.1,52.9,35,51.6,40,50.7,37,48.4,44,1,1,14,,,B
2025-04-16 18:30:00,59.5,57.0,57.4,56.7,23,0.0,0.0,217.0,2.0,18,6.3,56.8,45.1,52.9,35,51.4,40,50.5,37,48.4,44,0,0,14,,,C
2025-04-16 18:00:00,59.2,57.4,57.2,56.7,24,0.0,0.0,332.0,3.4,334,9.8,57.0,45.0,52.9,35,51.3,40,50.5,37,48.4,44,0,0,14,,,C
2025-04-16 17:30:00,58.3,56.8,56.7,56.1,25,0.0,0.0,333.0,3.1,341,7.4,57.0,44.8,52.7,35,51.1,40,50.4,37,48.4,44,0,0,14,,,C
2025-04-16 17:00:00,57.7,56.8,56.5,55.9,26,0.0,0.0,403.0,4.7,330,10.1,56.8,44.4,52.5,35,50.9,40,50.2,37,48.4,44,0,0,14,,,C
2025-04-16 16:30:00,58.1,57.4,56.8,56.1,25,0.0,0.0,503.0,4.0,345,10.3,56.5,44.2,52.3,35,50.5,40,50.0,37,48.4,44,0,-1,14,,,C
2025-04-16 16:00:00,57.9,57.4,56.7,55.8,26,0.0,0.0,629.0,6.0,306,12.3,55.9,43.9,52.0,35,50.2,40,49.8,37,48.4,44,0,-1,14,,,C
2025-04-16 15:30:00,57.9,57.4,56.5,55.2,28,0.0,0.0,772.0,5.4,322,12.3,55.2,43.5,51.4,35,49.8,40,49.6,37,48.4,44,0,-1,14,,,C
2025-04-16 15:00:00,56.5,56.1,55.2,54.3,29,0.0,0.0,740.0,5.1,342,12.8,54.7,43.2,50.9,35,49.5,40,49.6,37,48.6,44,0,-1,14,,,C
2025-04-16 14:30:00,55.8,55.8,54.9,54.0,30,0.0,0.0,771.0,6.9,326,14.8,54.0,42.8,50.5,35,49.1,40,49.5,37,48.6,44,0,-1,14,,,B
2025-04-16 14:00:00,55.2,55.2,54.1,53.2,32,0.0,0.0,786.0,7.2,333,13.9,53.1,42.4,50.0,35,48.7,40,49.5,37,48.6,44,0,-1,14,,,B
2025-04-16 13:30:00,54.1,54.7,53.2,52.3,34,0.0,0.0,899.0,7.8,331,13.6,52.0,42.1,49.3,35,48.4,40,49.3,37,48.6,44,0,-1,14,,,B
